URL;NAME;TEACHER_OVERVIEW;TEACHER_MATERIALS;TEACHER_LESSON_PREPARATION;GRADE_SUBLEVELS;SUBJECTS;EDUCATIONAL_USE;LANGUAGES;KEYWORDS;LICENSE_URL;LICENSE_TITLE;PROVIDER;PROVIDER_SET;MATERIAL_TYPES;PRIMARY_USER;CREATE_DATE
https://oercommons.org/courseware/lesson/103628/overview;(Template) IHE Accessibility in OER Implementation Guide;"<h3 dir=""ltr"">In this section, you and your team will engage in a Landscape Analysis to uncover key structures and supports that can guide your work to support Accessibility in OER. You may or may not answer all of these questions, but this is an offering.</h3>";;;community-college-lower-division|college-upper-division|graduate-professional|adult-education;education;;en;;https://creativecommons.org/licenses/by/4.0/;cc-by;;;Module;;2023-05-08T11:41:47
https://oercommons.org/courseware/lesson/92421/overview;Гурток кафедри хірургії №1;<p>Інформації по роботі гуртка кафедри хірургії №1</p>;;;graduate-professional;higher-education;;en|uk;;https://creativecommons.org/licenses/by-nc/4.0/;cc-by-nc;;;Lecture;;2022-05-01T10:46:38 ;;;;;;;;;;;;;;Lesson;;
https://oercommons.org/courseware/lesson/115143/overview;Checklist Adapted for Assessing Visual Materials for Diversity & Inclusivity;<p>This resource is a supplement to the modified rubric from the Washington Models for the Evaluation of Bias Content in Instructional Materials (2009) that is made available through OER Commons under a public domain license. This resource attempts to both update the content with more contemporary vocabulary and also to narrow the scope to evaluating still images as they are found online. It was developed as a secondary project while working on a BranchED OER grant during summer 2020. It includes an attached rubric adapted from the Washington Model (2009).</p><p>This checklist was created for higher education purposes to review course content for diversity and inclusivity.</p>;;;community-college-lower-division|college-upper-division|graduate-professional;information-science|visual-arts|education|educational-technology|higher-education;curriculum-instruction|professional-development;en;Critical Analysis/critical Thinking|Evaluation and Selection|Evaluation Criteria|Resource Evaluation|Visual Literacy;https://creativecommons.org/licenses/by-nc-sa/4.0/;cc-by-nc-sa;;;Teaching/Learning Strategy;;2024-04-11T15:11:49
https://oercommons.org/courseware/lesson/108469/overview;BOOK: DISSENT BY DESIGN;"<p>DISSENT BY DESIGN is a book that was produced during 2022-2023 in response to the Russian invasion of Ukraine on February 24, 2022. &nbsp;It was on this date that I began a social media campaign on LinkedIn that directly addressed the invasion of a Sovereign country by a rogue super power. As a Graphic Designer I felt it was my obligation to do all I can to bring attention to this atrocity and bring the narrative to the forefront of the conversation so that we help end this conflict in all the<br />ways we can. &nbsp;<br /><br />This book is a call to action, in the form of &#39;social media&#39; posts throughout a one year period of time in our collective past, it is a documentation in chronological order of what happened, when and who was to blame and how many sufferred. &nbsp;&nbsp;<br /><br />FInally, this book illustrates how Graphic Designers can use their knowledge as storytellers to forward a conversation about the most important things in our lives and how to preserve them. &nbsp;<br />We can be a vehicle of change and/or social engagement, to help people understand all the complex problems we face and to begin the process of solving those problems. &nbsp;This is a way for<br />us to bring past narratives to light once again, to rejoin the conversations that have been lost, and to further discuss and provide solutions through dialogue and change.</p>";;;graduate-professional;graphic-arts;curriculum-instruction|professional-development;en;Authoritarianism|Call to Action|Critical Thinking|Global Activism|Government Accountability|Graduate Credit|Graphic Design|History and Culture|Inclusion|Non-Violence|Opinion|Political Activism|Political Discourse|Political Science|Social Action|Social Commentary|Social Media|Undergraduate|Writing;https://creativecommons.org/licenses/by-nd/4.0/;cc-by-nd;;;Full Course;student;2023-09-11T13:44:14
https://oercommons.org/courseware/lesson/102560/overview;Identity and Access Management;<p>Identity and access management is one of the key focus area for industries considering the volume, sensitivity of data that is being accessed, processed by individuals from multiple channels and from multiple places. To make sure right person has the right access to the right data at the right time becomes critical aspect to protect confidentiality, integrity and availability of the information. Authenticating users is a first thing to do before we allow anybody to access information. There are multiple ways how we authenticate users for ex. combination of username and password, username, password and an additional factor such as One time password(OTP), Email, Mobile push notification etc(Multifactor authentication).</p>;;;graduate-professional;computer-science;;en;;https://creativecommons.org/licenses/by-nc/4.0/;cc-by-nc;;;Lecture Notes;;2023-04-03T05:26:06
https://oercommons.org/courseware/lesson/21447/overview;Effects of Computerization on Public Child Welfare Practice: An Empirically Based Curriculum﻿;"<p>This multi-component project studied the impact of the implementation of the Child Welfare Services/Case Management System (CWS/CMS) on child welfare practice by examining the casework practices affected by computerization, measuring the extent to which these practices were affected by computerization, and identifying organizational and individual factors that influenced the effect of computerization on these practices. Findings showed that the implementation of CWS/CMS did not lead to drastic changes in the ways in which CWSs carried out their daily work; time spent with clients was unchanged. However, the study demonstrated that CWS/CMS led to modest but crucial changes in how workers spent their time on the job, affected the quantity and quality of relationship with coworkers, and changed some workers&#39; attitudes toward their agency and job. (Research Report: 135 pages; Curriculum: 154 pages; Training Academy Curriculum: 111 pages)</p><p>Weaver, D., Furman, W., Moses, T., Linsdey, D., &amp; Cherin, D. (1999).</p>";;;community-college-lower-division|college-upper-division|graduate-professional|career-technical;social-work;;en;CCWRL Online Curricula|Social Welfare;http://creativecommons.org/licenses/by-nc/4.0/;cc-by-nc;;;Module;student|teacher;2018-03-01T23:46:13
https://oercommons.org/courseware/lesson/21485/overview;Legal Guardianship and Child Welfare in California: An Empirically Based Curriculum﻿;"<p>This curriculum on legal guardianship created by the permanency planning process can be used in whole or in part. It offers an overview of legal guardianship, including its history, role in the implementation of permanency planning, and some of the issues surrounding its use. In addition, it shares data collected from a focus group of California child welfare workers that candidly share the ways day-to-day practice differs from stated policy and discuss their views of how and why guardianship operates in the child welfare arena. A survey of county child welfare staff covers transracial placements, emancipation outcomes, and the details of the process in which the decision to recommend guardianship is made. (118 pages)</p><p>Simmons, B., &amp; Barth, R. P. (1995).</p>";;;community-college-lower-division|college-upper-division|graduate-professional|career-technical;social-work;;en;CCWRL Online Curricula|Social Welfare;http://creativecommons.org/licenses/by-nc/4.0/;cc-by-nc;;;Module;student|teacher;2018-03-02T11:18:19
https://oercommons.org/courseware/lesson/21878/overview;OSP Module #3: Formative Assessment for Equity - Tasks 8 and 9;"<figure data-type=""video"" data-width=""640"" data-height=""360"" data-url=""http://youtu.be/lA5Q6VcuG8U?hd=1"" class=""oembed"" style=""width: 640px; min-height: 360px;""><figcaption>Oregon Science Project Module #3 Facilitator Video Overview</figcaption></figure><h2>This is the third in a series of Hybrid NGSS Modules curated&nbsp;by the Oregon Science Project in 2017 <strong>using already created, research-based NGSS professional development resources</strong>. This module focuses on formative assessment and how it can help educators to make student thinking visible and also how to use student ideas and models for teaching in the NGSS classroom.&nbsp; It builds on the work of the first two: Module #1 Phenomena &amp; Equity, Module #2 Talk &amp; Equity.</h2><h2>All Oregon Science Project Hybrid NGSS PD Modules are designed to be done together with other educators in real time either online or face-to-face. The Oregon Science Project utilizes the videoconferencing tools of Zoom to run small teams of K-12 educators through these modules online in real time. Some Oregon Science Project Learning Facilitators are able to meet with their teams in person and still use these modules on computers during face-to-face work.</h2><h2>It was built using the OER Commons Module builder so it is broken into units as Tasks. Some are meant to be done individually, while others are designed for group dialogue and interaction. Dialogue in this case is used as way to build shared understanding. This is compared to discussion where a group is working on making a decision or choice. This difference is based upon the <a target=""_blank"" href=""http://www.thinkingcollaborative.com/"">Adaptive School Work of Garmston and Wellman.</a>&nbsp;You can read more about this in Chapter 4 of the Adaptive School: A Sourcebook for Developing Collaborative Groups.&nbsp;</h2><h2>The design of the modules and overall framework is also informed by the research about professional development from A Facilitator&#39;s Guide to Online Professional Development: Establishing Communities of Learning and Cultures of Thinking by Carol Brooks Simoneau and Gerald Bailey.</h2><h2><strong>Instructor Descriptions</strong></h2><h2>Accompanying each task is a backend &quot;Instructor Description.&quot; Each Instructor Description is only intended for the instructor or facilitator of the module and not the educator participating as a learner in the module. Each Instructor Description&nbsp;includes</h2><ul><li><h2>bakckground information</h2></li><li><h2>instructions for facilitator preparation</h2></li><li><h2>tips/ideas for facilitators working with a group online</h2></li><li><h2>tips/ideas for face-to-face facilitation</h2></li><li><h2>links to other resources when appropriate</h2></li></ul><h2><strong>Remixing and Using this Module for Professional Development</strong></h2><h2>If you would like to use this module, simply select REMIX and then edit your own copy so that it represents your facilitation style, local context, and professional development needs. This module was developed based upon the assumption that all participants have completed Oregon Science Project Hybrid NGSS Modules #1 and 2 and are studying the NGSS.</h2><p><strong>Module #3 Components:</strong></p><h2><strong>Task #1</strong>&nbsp;- Module #3 Overview</h2><h2><strong>Task #2 -&nbsp;</strong><em>What is formative assessment?&nbsp;</em><strong>Individual Work</strong></h2><h2><strong>Task #3</strong>&nbsp;-&nbsp;<em>What is formative assessment?&nbsp;</em><strong>Group Reflection and Dialogue</strong></h2><h2><strong>Task #4</strong>-&nbsp;<em>What are some high leverage practices for formative assessment in the NGSS classroom?&nbsp;&nbsp;</em><strong>Individual Work</strong></h2><h2><strong>Task #5&nbsp;-&nbsp;</strong><em>What are some high leverage practices for formative assessment in the NGSS classroom?&nbsp;&nbsp;</em><strong>Group Reflection and Dialogue</strong></h2><h2><strong>Task #6&nbsp;-&nbsp;</strong><em>How can we develop and use culturally responsive formative assessments for NGSS?&nbsp;</em><strong>Individual Work</strong></h2><h2><strong>Task #7&nbsp;-&nbsp;</strong><em>How can we develop and use culturally responsive formative assessments for NGSS?&nbsp;</em><strong>Group Reflection and Dialogue</strong></h2><h2><strong>Task #8&nbsp;-&nbsp;</strong><em>How can we integrate the NGSS practices into assessment tasks?&nbsp;</em><strong>Individual Work</strong></h2><h2><strong>Task #9&nbsp;-&nbsp;</strong><em>How can we integrate the NGSS practices into assessment tasks?&nbsp;</em><strong>Group Reflection and Dialogue</strong></h2>";;;graduate-professional;education;professional-development;en;NGSS;http://creativecommons.org/licenses/by-nc/4.0/;cc-by-nc;;;Module;student|teacher;2018-03-18T19:46:34
https://oercommons.org/courseware/lesson/21429/overview;Factors Leading to Premature Terminations of Kinship Care Placements﻿;"<p>This curriculum focuses on factors that may lead to differential placement outcomes for children who have become dependents of the court, as the result of abuse and neglect, and have been placed with kin rather than in traditional foster homes. It is intended for use by child welfare faculty in California&rsquo;s schools of social work or social welfare in both BSW and MSW programs and may be used in direct practice or Human Behavior and the Social Environment (HBSE) classes. In addition, the curriculum, or parts from it, may be used in workshops provided to line workers, supervisors, and/or managers by any of the public child welfare training academies in California or public child welfare agencies. The intent of this curriculum is to provide students and child welfare professionals with (a) background information on kinship care as an alternative to traditional foster care, (b) a brief review of the literature pertaining to the characteristics of dependent children in kinship care and their care providers, (c) opportunities to discuss beliefs about why kinship care is valuable (or not) and why it may or may not be successful, (d) demographic data pertaining to selected characteristics of children in kinship care and their care providers derived from a sample of California child welfare cases, (e) factors which may or may not be related to premature termination of kinship care placements, (f) caregiver perceptions of differential placement outcomes, (g) social worker perceptions of differential placement outcomes, and (h) opportunities to discuss how students and/or child welfare workers can decrease premature termination of kinship care placements. The curriculum is accompanied by a PowerPoint presentation containing key points from each module followed by one or more slides presenting an &ldquo;active learning experience.&rdquo; (78 pages)&nbsp;</p><p>Chang, J., Liles, R., &amp; Hoang, T. (2006).</p>";;;community-college-lower-division|college-upper-division|graduate-professional|career-technical;social-work;;en;CCWRL Online Curricula|Social Welfare;http://creativecommons.org/licenses/by-nc/4.0/;cc-by-nc;;;Module;student|teacher;2018-03-01T22:31:18
https://oercommons.org/courseware/lesson/120754/overview;LaTeX: A Vital Tool for Research and Academia;<p>LaTeX is a standard tool for writing research articles, research papers, dissertations, and reports. It is widely used in fields such as computer science, mathematics, engineering, chemistry, and physics.</p>;;;college-upper-division|graduate-professional;higher-education;;en;Latex;https://creativecommons.org/licenses/by/4.0/;cc-by;;;Lesson;;2024-10-16T04:31:53
https://oercommons.org/courseware/lesson/16313/overview;Team Grants Pass: Oregon Science Project Introductory NGSS PD Module;"<h1><strong>This three-part module has been developed as an initial component developed to prepare K-12 educators to engage in independent study and initial exploration of culturally responsive teaching, the NGSS shifts, and relevant connections between NGSS and Common Core. This is part of a larger equity-focused professional development program designed for K-12 educators of NGSS working in throughout the rural areas of Oregon.</strong></h1><h1>We will complete this introductory module together on 10/11. It will take approximately 2 hours to complete and brings together many already developed resources in new ways.&nbsp; An Oregon Science Project Digital Badge is available for anyone who completes this module.</h1><p style=""text-align:center""><img alt=""Image of Small Group of Teachers Working in collaboration"" width=""600"" height=""313"" src=""https://www.oercommons.org/editor/images/3593"" /></p><h2>If you have any feedback please email canderson@grantspass.k12.or.us</h2>";;;graduate-professional;education|physical-science;curriculum-instruction|professional-development;en;Facilitation|Hybrid|K-12 Education|NGSS|Professional Development;http://creativecommons.org/licenses/by-nc/4.0/;cc-by-nc;;;Module;student|teacher;2017-08-16T13:38:45
https://oercommons.org/courseware/lesson/67622/overview;New Testament Theology of Discipleship: An Anthology;"<p><span style=""font-size:12.0pt""><span style=""font-family:&quot;Times New Roman&quot;,serif""><span style=""color:black"">This is a textbook by and for students at&nbsp;the Assemblies of God Theological Seminary (AGTS) in Springfield, Missouri,&nbsp;New Testament Theology of Discipleship course.&nbsp; </span></span></span></p>";;;college-upper-division|graduate-professional;arts-and-humanities|religious-studies;curriculum-instruction;en;Christianity|Christian Life|Discipleship|Faith Development|Jesus Christ|MOBIUS Arts and Humanities|MOBIUS Theology|New Testament|Spiritual Formation|Theology|Theology of Faith;https://creativecommons.org/licenses/by-nc-nd/4.0;cc-by-nc-nd;;;Textbook;student|teacher|librarian;2020-05-29T15:55:37
https://oercommons.org/courseware/lesson/41454/overview;Oregon Coast Science Project Module 3, Tasks 1-3: Formative Assessment for Equity;;;;graduate-professional;education;professional-development;en;NGSS;http://creativecommons.org/licenses/by-nc/4.0/;cc-by-nc;;;Module;student|teacher;2018-12-20T17:18:11
https://oercommons.org/courseware/lesson/57525/overview;Atomic clock;"<p>Atomic clocks are used onboard GPS satellites that orbit the Earth, but even they must be sent updates two times per day to correct the clocks&#39; natural drift. Those updates come from more stable atomic clocks on the ground that are large (often the size of a refrigerator) and not designed to survive the physical demands of going to space.</p>";;;graduate-professional;applied-science;curriculum-instruction|professional-development;en;Atomic;http://creativecommons.org/licenses/by-nc-nd/4.0/;cc-by-nc-nd;;;Module;student|teacher;2019-08-27T13:27:45
https://oercommons.org/courseware/lesson/120762/overview;Audiovisual Media Literacy Primary Source Workshop: HIV/AIDS in the 1980s;"<p>This is a 4-hour audiovisual media literacy workshop that can be facilitated in a<br />traditional, hybrid, or remote setting. Preferably, the videos should be viewed three times in order to create a more scaffolded experience. After the first viewing, students answer questions 1&ndash;4 and are assigned the provided HIV/AIDS timeline. After the second viewing, students answer questions 5&ndash;8<br />and are assigned an article from The New York Times about the production of the two<br />videos. After the third viewing, students are asked to focus specifically on two dialogue<br />scenes that differ between the two videos and create a list of noticings. They can use<br />this list to note the way the videos changed, or to create their own questions for their<br />classmates who are watching the segment(s) for the first time. Post-workshop reflection questions following the workshop are included to make connections and identify skills that were developed during the workshop.</p>";;;community-college-lower-division|college-upper-division|graduate-professional;visual-arts|u-s-history;;en;;https://creativecommons.org/licenses/by/4.0/;cc-by;;;Activity/Lab;;2024-10-16T13:10:02
https://oercommons.org/courseware/lesson/16743/overview;User Centered School Library Design;"<p>If we take a constructivist approach to learning in libraries, then library spaces should be responsive to student needs. As Theodore Creighton points out in <a href=""http://www.oercommons.org/courses/setting-the-stage-for-staff-development-uniting-constructivist-teaching-and-learning-environments/view"">Setting the Stage for Staff Development</a>,&nbsp;&nbsp;&quot;the teacher&rsquo;s responsibilities involve creating classroom environments where students think, explore, and construct meaning, while including opportunities for students to have social interaction.&quot; &nbsp;Similarly, library spaces, which allow support for both classes and &quot;free-range&quot; learning should do the same. &nbsp;In a previous OER Commons module by this author on <a href=""https://www.oercommons.org/courseware/module/10582"">library space design</a>, students studied methods for gathering student input into design. The next step is to begin incorporating that input into the actual design process and to apply input to&nbsp;the space as a whole. &nbsp; Too often librarians start with furniture rather than starting with the purposes and mission of the program and space. As Malcolm Brown points out,</p><blockquote><p>&quot;Creating a vision for learning and learning spaces is a powerful leverage point; it informs almost all other decisions about learning space design. A vision also allows us to effectively articulate to all constituents what we are trying to accomplish. The vision helps organize all participants in the design and implementation of these spaces as well as the activities they support. Simply installing wireless access points and fresh carpeting isn&#39;t enough if done in isolation; such improvements pay real dividends only if they are in concert with the institution&#39;s overall teaching and learning objectives.&quot;&nbsp;&nbsp;(<a href=""https://www.educause.edu/research-and-publications/books/educating-net-generation/learning-spaces"">Learning Spaces</a>)</p></blockquote><p>Prospective librarians may not have a current space to design, but they can begin envisioning space as a construct that incorporates user needs and wants and that drives program goals, and begin to think about spaces as a whole. &nbsp; This module particularly focuses on ideas contained in the book <strong>Language of School Design</strong>(Nair and Fielding) and work by Ewan McIntosh (notosh.org). &nbsp;Both works &nbsp;ask library designers to think of spaces in terms of zones and how those zones make a variety of student learning possible. &nbsp;A series of readings and recordings will provide an introduction to these concepts with examples. &nbsp;</p><p>School Librarian Competencies , 4, 5, and 10</p><p><a href=""http://researchguides.austincc.edu/c.php?g=554360&amp;p=3891603"">http://researchguides.austincc.edu/c.php?g=554360&amp;p=3891603</a></p><p>ISTE Educator Standards &nbsp;2 and 5</p><p><a href=""https://www.iste.org/standards/standards/for-educators"">https://www.iste.org/standards/standards/for-educators</a></p>";;;graduate-professional;information-science|higher-education;professional-development;en;Design Thinking|Learning Commons Design|Learning Spaces Design|Library Design;http://creativecommons.org/licenses/by-nc-sa/4.0/;cc-by-nc-sa;;;Module;student|teacher;2017-09-10T12:13:35
https://oercommons.org/courseware/lesson/115991/overview;Resources for Teaching World History;<p>This is a list of teaching materials and resources for teaching world history. It contains links to resources for pre-secondary, secondary, and post-secondary classrooms as well as world history syllabi.</p>;;;preschool|lower-primary|upper-primary|middle-school|high-school|community-college-lower-division|college-upper-division|graduate-professional;history|world-history;curriculum-instruction|professional-development;en;Teacher Resources;https://creativecommons.org/licenses/by/4.0/;cc-by;;;Teaching/Learning Strategy;teacher|administrator|librarian;2024-05-13T10:09:56
https://oercommons.org/courseware/lesson/74412/overview;TIPOS DE SIMBIOSIS;"<p>LA ASOCIACI&Oacute;N ENTRE DOS ORGANISMOS DE DIFERENTE ESPECIE RECIBE EL NOMBRE DE SIMBIOSIS Y LAS DISTINTAS SIMBIOSIS TOMAN DENOMINACIONES DIFERENTES DE ACUERDO CON LOS RESULTADOS DE LA ASOCIACI&Oacute;N. LA SIMBIOSIS PUEDE SER DE CUATRO TIPOS: MUTUALISMO, COMENSALISMO, FORESIS Y PARASITISMO. ESTA INFOGRAF&Iacute;A FORMA PARTE DE LOS RECURSOS EDUCATIVOS DEL CURSO DE PARASITOLOG&Iacute;A PARA LOS ALUMNOS DEL PROGRAMA EDUCATIVO DE QU&Iacute;MICO FARMAC&Eacute;UTICO BI&Oacute;LOGO.</p>";;;college-upper-division|graduate-professional;health-medicine-and-nursing|higher-education|biology;professional-development;en;Parasites|Parasitology|Symbiosis;https://creativecommons.org/licenses/by-nc/4.0/;cc-by-nc;;;Reading;student|teacher;2020-11-07T16:18:04 ;;;;;;;;;;;;;;Teaching/Learning Strategy;;
https://oercommons.org/courseware/lesson/69374/overview;Iodine Clock;<p>Iodine Clock</p>;;;graduate-professional;chemistry;;en;;https://creativecommons.org/licenses/by/4.0;cc-by;;;Activity/Lab;;2020-07-05T23:02:11
https://oercommons.org/courseware/lesson/65987/overview;Study on Butterfly;<p>Butterfly</p>;;;graduate-professional;zoology;;en;;https://creativecommons.org/licenses/by/4.0;cc-by;;;Lesson;;2020-05-02T15:15:39
https://oercommons.org/courseware/lesson/86151/overview;Concept Attainment;<p>Teaching Strategy</p>;;;graduate-professional;education;;en;MSIDT;https://creativecommons.org/licenses/by-nc/4.0/;cc-by-nc;;;Homework/Assignment;;2021-09-26T00:27:27
https://oercommons.org/courseware/lesson/116001/overview;Effectively and Ethically Implementing Multimodal Generative AI Tools and Workflows in Education​;<p>This presentation was developed from a combination and adaptation of other presentations. It is also more aesthetic and flowing than previous presentations.</p>;;;community-college-lower-division|college-upper-division|graduate-professional|career-technical;educational-technology;;en;;https://creativecommons.org/licenses/by-nc/4.0/;cc-by-nc;;;Lecture;;2024-05-13T18:36:22
https://oercommons.org/courseware/lesson/116208/overview;Tennessee Open Education 2024 Summer Institute;"<p>The Summer institute is an opportunity for grantees to connect and share best practices with open education leaders in Tennessee; learn about the landscape of open education throughout the state; explore, curate, and contribute resources in the TN Open Education Hub; and plan and get feedback on their OER projects.</p>";;;graduate-professional;education;;en;;https://creativecommons.org/licenses/by/4.0/;cc-by;;;Activity/Lab;;2024-05-20T14:53:15
https://oercommons.org/courseware/lesson/116002/overview;Preparing Students and Patrons for Generative AI Use in the Workplace;<p>This presentation has been given two times with varying success. It attempts to simulate a dialogue between professionals, practitioners, and academics about applications of generative AI. It is evident that the most effective application of this presentation will be in-person.</p>;;;high-school|community-college-lower-division|college-upper-division|graduate-professional;educational-technology;;en;;https://creativecommons.org/licenses/by-nc/4.0/;cc-by-nc;;;Lecture;;2024-05-13T18:41:48
https://oercommons.org/courseware/lesson/94871/overview;Science Communication Image;"<p style=""margin-bottom:16px; text-align:justify; margin-top:16px""><span style=""font-size:12pt""><span style=""line-height:150%""><span style=""font-family:&quot;Times New Roman&quot;,serif""><b><span style=""line-height:150%"">Scientists must use their voices online to correct misinformation and help educate the public! </span></b></span></span></span></p>";;;graduate-professional;information-science;;en;;https://creativecommons.org/licenses/by/4.0/;cc-by;;;Diagram/Illustration;;2022-07-04T10:24:06
https://oercommons.org/courseware/lesson/21358/overview;Curriculum for the Worker Factors in the Overrepresentation of African Americans in the Child Welfare System Research Project.;"<p>This curriculum consists of five modules in PowerPoint format designed to be used by instructors in class sessions or assigned to students as web-based independent learning. Instructors may use and revise the presentations for their needs. Each module contains slides with narrative information and links to additional readings and relevant websites and will take 1-2 hours for students to complete. Modules typically include factual or reflection questions. Module I informs students about the history and current status of the issue of overrepresentation of African Americans in child welfare. Module II centers on theories to explain overrepresentation and explains the background, methods, results, and recommendations from a recent CalSWEC-funded study on worker factors in overrepresentation. Module III focuses on African American family strengths, values, and norms. It includes an important reading on strengths-based practice with African American families, links to websites that are African American-centered, and ends with linking students to the Harvard University site to take the Implicit Associations Test. Module IV focuses on cultural competency and antiracism theory and reflective exercises. Module V contains abbreviated material from each of the four preceding modules<strong>.&nbsp;</strong></p><p>Smith, L. A., &amp; Shon, H. (2010).</p>";;;community-college-lower-division|college-upper-division|graduate-professional|career-technical|adult-education;social-work;;en;Social Welfare;http://creativecommons.org/licenses/by-nc/4.0/;cc-by-nc;;;Module;student|teacher;2018-02-28T16:14:37
https://oercommons.org/courseware/lesson/21484/overview;Kinship Care in California: An Empirically-Based Curriculum﻿;"<p>This curriculum, which may be used in whole or in part, offers an overview of kinship care including a brief historical context for this resource, funding associated with kinship care, and some of the legal issues that have shaped kinship care policy. Characteristics of kinship care providers and children are presented, along with a thorough examination of outcomes associated with kinship care. In addition, data on the number of children in foster care, kinship care in the context of the larger out-of-home care population, outcomes associated with kinship care versus non-kin care, and the discrepancy between AFDC and AFDC-FC payments in California and the role these differential payment rates may play in kinship care outcomes are provided. Last, child welfare workers&#39; views about the primary differences between kinship foster parents and foster family parents, and changes in policy and practice are considered. (188 pages)</p><p>Berrick, J. D., Needell, B., &amp; Barth, R. P. (1995).</p>";;;community-college-lower-division|college-upper-division|graduate-professional|career-technical;social-work;;en;CCWRL Online Curricula|Social Welfare;http://creativecommons.org/licenses/by-nc/4.0/;cc-by-nc;;;Module;student|teacher;2018-03-02T11:15:03
https://oercommons.org/courseware/lesson/82878/overview;Chapter 1: Inclusionary Practices Handbook Synchronous Modules;"<p>This is a nine-module synchronous training for teachers&nbsp;<meta charset=""utf-8"" />created using the Washinton State Office of Superintendent of Public Instruction&rsquo;s <em>Inclusionary Practices Handbook, Section One, Chapter One; Collaborative Practices that Support Inclusion</em>. These modules offer participants opportunities&nbsp;to engage and collaborate around&nbsp;practices to support making&nbsp;their classrooms more inclusive for all students.</p>";;;graduate-professional|career-technical|adult-education;education|special-education;professional-development;en;Center for Strengthening the Teaching Profession|CSTP|Inclusion|Inclusionary Practices Project|Wa-pd;https://creativecommons.org/licenses/by/4.0/;cc-by;;;Module;teacher|administrator;2021-06-28T13:51:27 ;;;;;;;;;;;;;;Student Guide;; ;;;;;;;;;;;;;;Teaching/Learning Strategy;;
https://oercommons.org/courseware/lesson/120797/overview;Image Processing methods;<p>This picture describes various techniques such as preprocessing, denoising, segmentation, and more.</p>;;;college-upper-division|graduate-professional;computer-science;;en;;https://creativecommons.org/licenses/by-nc/4.0/;cc-by-nc;;;Homework/Assignment;;2024-10-17T12:17:28
https://oercommons.org/courseware/lesson/82876/overview;Bridging the Transition from EI to Preschool Unit 1: Understanding the Impact of a Child's Disability on the Family;"<p><span style=""font-size:12pt""><span style=""font-family:&quot;Calibri&quot;,sans-serif""><b>Course Objectives in alignment with CA ECSE TPEs:</b></span></span></p><p><span style=""font-size:12pt""><span style=""font-family:&quot;Calibri&quot;,sans-serif""><b>Unit One: Understanding the Impact of a Child&#39;s Disability on the Family Unit</b></span></span></p><p><span style=""font-size:12pt""><span style=""font-family:&quot;Calibri&quot;,sans-serif""><i>1.8&nbsp; </i>Understand the unique care, development, and learning needs of infants and toddlers and how to support their growth, development, and learning within the early childhood special education setting.</span></span></p><p><span style=""font-size:12pt""><span style=""font-family:&quot;Calibri&quot;,sans-serif""><i>4.5 </i>Identify​ ​each​ ​child&#39;s​ ​strengths, ​ ​preferences, ​ ​and​ ​interests​ ​in​ ​collaboration​ ​with families​ ​to​ ​engage​ ​the​ ​child​ ​in​ ​active​ ​learning​ ​within​ ​and​ ​across​ ​routines, activities, ​ ​and​ ​environments.</span></span></p><p>&nbsp;</p>";;;community-college-lower-division|college-upper-division|graduate-professional;early-childhood-development|special-education;;en;;https://creativecommons.org/licenses/by-nc-sa/4.0/;cc-by-nc-sa;;;Module;;2021-06-28T13:21:36
https://oercommons.org/courseware/lesson/82177/overview;Bridging the Transition from EI to Preschool Unit 2: Cultural Awareness and Developing Partnerships with Families;"<p><span style=""font-size:12pt""><span style=""font-family:&quot;Calibri&quot;,sans-serif""><b>Objectives: CA ECSE TPEs</b></span></span></p><p><span style=""font-size:12pt""><span style=""font-family:&quot;Calibri&quot;,sans-serif""><i>1.5 </i>Communicate effectively &amp; in a culturally &amp; linguistically appropriate manner with families &amp; other service providers to facilitate &amp; strengthen ongoing partnerships &amp; collaborations that can support young children&rsquo;s learning goals &amp; outcomes.</span></span></p><p><span style=""font-size:12pt""><span style=""font-family:&quot;Calibri&quot;,sans-serif""><i>2.2 </i>Promote children&rsquo;s access, learning &amp; participation in a variety of environments using models of support​ ​that​ ​are​ ​strengths-​ ​based, ​​family-centered, ​ ​and​ ​culturally &amp; linguistically​ ​responsive.</span></span></p><p><span style=""font-size:12pt""><span style=""font-family:&quot;Calibri&quot;,sans-serif""><i>6.7 </i>Effectively​ ​articulate​ ​the​ ​rationale​ ​for​ ​instruction​ ​and​ ​intervention​ ​plans​ ​through culturally &amp; linguistically appropriate verbal​ ​&amp; ​written​ ​communications​ ​to and with​ ​family​ ​members, ​ ​other​ ​service​ ​providers, administration, ​ ​&amp;​ ​other​ ​stakeholders.</span></span></p>";;;community-college-lower-division|college-upper-division|graduate-professional;early-childhood-development|special-education;;en;Cultural Awareness|Early Childhood Development|Special Eduaction;https://creativecommons.org/licenses/by-nc-sa/4.0/;cc-by-nc-sa;;;Module;teacher;2021-06-09T16:54:10
